MAL_ID,Name,Score,Genres,Type,Episodes,Producers,Licensors,Studios,Source,Duration,Rating,Ranked
2051,Akai Kiba: Blue Sonnet,6.01,"Action, Drama, Sci-Fi, Shoujo, Super Power",OVA,5,"Mushi Production, Nippon Television Network",Central Park Media,Tatsunoko Production,Manga,29 min. per ep.,R+ - Mild Nudity,8173.0
2053,Capricorn,5.47,"Sci-Fi, Adventure, Comedy, Fantasy, Shounen",OVA,1,"Anime R, Imagine",ADV Films,Aubec,Manga,47 min.,PG-13 - Teens 13 or older,9760.0
2060,Gall Force 1: Eternal Story,6.47,"Action, Military, Sci-Fi, Adventure, Space, Mecha",Movie,1,"Movic, Sony Music Entertainment",Central Park Media,"AIC, Artmic, animate Film",Original,1 hr. 26 min.,R+ - Mild Nudity,6062.0
2061,Gall Force 2: Destruction,6.4,"Action, Military, Sci-Fi, Space",OVA,1,Movic,Central Park Media,"AIC, Artmic, animate Film",Original,50 min.,R+ - Mild Nudity,6393.0
2062,Gall Force 3: Stardust War,6.38,"Action, Military, Sci-Fi, Space",OVA,1,"Movic, CBS",Central Park Media,"AIC, Artmic, animate Film",Original,1 hr.,R+ - Mild Nudity,6490.0
2063,Rhea Gall Force,6.29,"Action, Military, Sci-Fi, Mecha",OVA,1,Movic,Central Park Media,"AIC, Artmic, animate Film",Original,57 min.,R - 17+ (violence & profanity),6938.0
2064,Gall Force: Chikyuu Shou,6.23,"Action, Military, Sci-Fi, Mecha",OVA,3,Artmic,Central Park Media,AIC,Original,50 min. per ep.,R+ - Mild Nudity,7227.0
2065,Gall Force: New Era,5.78,"Action, Military, Sci-Fi, Space, Mecha",OVA,2,Artmic,Central Park Media,AIC,Original,45 min. per ep.,R+ - Mild Nudity,8897.0
2068,Sousei Kishi Gaiarth,6.25,"Action, Sci-Fi, Adventure, Fantasy, Mecha",OVA,3,"Artmic, Big Bang",AnimEigo,"AIC, Studio Kyuuma",Original,46 min. per ep.,PG-13 - Teens 13 or older,7105.0
2079,Majuu Senshi Luna Varga,5.86,"Adventure, Comedy, Ecchi, Fantasy, Magic",OVA,4,Kadokawa Shoten,ADV Films,"AIC, Studio Hakk",Light novel,30 min. per ep.,R+ - Mild Nudity,8642.0
2089,Choujikuu Seiki Orguss,6.52,"Action, Sci-Fi, Adventure, Romance, Mecha",TV,35,"Tokyo Movie Shinsha, Victor Entertainment, Mainichi Broadcasting System, Studio Nue, Big West",Discotek Media,Artland,Original,25 min. per ep.,PG-13 - Teens 13 or older,5773.0
2090,Choujikuu Seiki Orguss 02,6.73,"Action, Sci-Fi, Adventure, Romance, Mecha",OVA,6,"Bandai Visual, Mainichi Broadcasting System",Manga Entertainment,J.C.Staff,Original,30 min. per ep.,PG-13 - Teens 13 or older,4737.0
2097,Tokumu Sentai Shinesman,6.77,"Action, Comedy, Sci-Fi",OVA,2,animate Film,Media Blasters,Production I.G,Manga,27 min. per ep.,PG-13 - Teens 13 or older,4567.0
2098,"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari",7.43,"Ecchi, Slice of Life, Fantasy, Magic, Comedy, Romance, Drama, Shounen",Movie,1,"VAP, Toho, Nippon Television Network",ADV Films,Studio Pierrot,Manga,1 hr. 35 min.,R - 17+ (violence & profanity),1796.0
2099,Silent Möbius: The Motion Picture,6.31,"Sci-Fi, Adventure, Supernatural",Movie,1,"Kadokawa Shoten, Imagica, Pioneer LDC, Half H.P Studio, Tokyu Recreation",Bandai Entertainment,AIC,Manga,54 min.,PG-13 - Teens 13 or older,6803.0
2100,Silent Möbius 2,6.29,"Sci-Fi, Adventure, Demons, Fantasy, Seinen",Movie,1,"Kadokawa Shoten, Victor Entertainment, Imagica, Pioneer LDC, Half H.P Studio",Bandai Entertainment,AIC,Manga,59 min.,PG-13 - Teens 13 or older,6938.0
2102,Tattoon Master,6.14,"Adventure, Comedy, Slice of Life, Supernatural",OVA,2,KSS,Media Blasters,AIC,Manga,30 min. per ep.,PG-13 - Teens 13 or older,7621.0
2104,Seto no Hanayome,7.75,"Comedy, Parody, Romance, School, Shounen",TV,26,"TV Tokyo, AIC, Square Enix, Sotsu",Funimation,Gonzo,Manga,24 min. per ep.,PG-13 - Teens 13 or older,915.0
2106,Kiss Dum: Engage Planet,6.6,"Mecha, Military, Sci-Fi",TV,26,Bandai Visual,"Maiden Japan, Bandai Visual USA",Satelight,Original,24 min. per ep.,PG-13 - Teens 13 or older,5401.0
2107,One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,7.35,"Action, Adventure, Fantasy, Shounen",Movie,1,Fujipacific Music,Funimation,Toei Animation,Manga,1 hr. 30 min.,PG-13 - Teens 13 or older,2121.0
2129,True Tears,7.36,"Drama, Romance, School",TV,13,"Bandai Visual, Lantis","Bandai Entertainment, Discotek Media, Bandai Visual USA",P.A. Works,Original,24 min. per ep.,PG-13 - Teens 13 or older,2086.0
2130,Kaibutsu Oujo,7.02,"Action, Comedy, Supernatural, Horror, Vampire, Shounen",TV,25,"Imagin, Lantis, Index, Universal Pictures Japan","ADV Films, Sentai Filmworks",Madhouse,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3564.0
2131,Bokusatsu Tenshi Dokuro-chan 2,6.7,"Comedy, Magic, Ecchi",OVA,2,"Geneon Universal Entertainment, ASCII Media Works, Showgate","Media Blasters, Discotek Media",Hal Film Maker,Light novel,26 min. per ep.,R - 17+ (violence & profanity),4880.0
2132,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,7.06,"Comedy, Supernatural, Magic, Romance, Ecchi",Movie,1,ASCII Media Works,Discotek Media,Seven Arcs,Light novel,26 min.,PG-13 - Teens 13 or older,3393.0
2142,Blue Dragon,6.41,"Adventure, Comedy, Fantasy, Supernatural",TV,51,Pony Canyon,VIZ Media,Studio Pierrot,Game,25 min. per ep.,PG - Children,6361.0
2152,Oh! Edo Rocket,7.23,"Comedy, Drama, Fantasy, Historical, Sci-Fi",TV,26,"Sunny Side Up, Index, Universal Pictures Japan",Funimation,Madhouse,Other,24 min. per ep.,PG-13 - Teens 13 or older,2623.0
2154,Tekkon Kinkreet,7.98,"Action, Adventure, Psychological, Supernatural",Movie,1,"Aniplex, Tokyo MX, Beyond C.",Sony Pictures Entertainment,Studio 4°C,Manga,1 hr. 51 min.,R - 17+ (violence & profanity),568.0
2156,Bakugan Battle Brawlers,6.32,"Action, Fantasy, Game",TV,52,Nelvana,Warner Bros. Pictures,TMS Entertainment,Original,24 min. per ep.,PG - Children,6771.0
2158,Terra e... (TV),7.92,"Action, Drama, Military, Sci-Fi, Space",TV,24,"Aniplex, Mainichi Broadcasting System, SKY Perfect Well Think",Bandai Entertainment,"Tokyo Kids, Minami Machi Bugyousho",Manga,24 min. per ep.,PG-13 - Teens 13 or older,657.0
2159,Ookiku Furikabutte,7.95,"Comedy, Seinen, Sports",TV,25,"Aniplex, Mainichi Broadcasting System, TBS, Kodansha, Movic, Rakuonsha",Funimation,A-1 Pictures,Manga,25 min. per ep.,PG-13 - Teens 13 or older,594.0
2161,Skull Man,6.65,"Action, Mystery, Super Power",TV,13,"Geneon Universal Entertainment, Diomedéa",Sentai Filmworks,Bones,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5161.0
2163,AIKa R-16: Virgin Mission,5.97,"Action, Ecchi, Comedy",OVA,3,Bandai Visual,Bandai Entertainment,Studio Fantasia,Original,25 min. per ep.,R+ - Mild Nudity,8326.0
2164,Dennou Coil,8.09,"Adventure, Comedy, Drama, Mystery, Sci-Fi",TV,26,"Bandai Visual, NHK, Tokuma Shoten",Maiden Japan,Madhouse,Original,25 min. per ep.,G - All Ages,420.0
2166,Doujin Work,6.79,"Slice of Life, Comedy",TV,12,"m.o.e., Media Factory, Half H.P Studio, Houbunsha, Index, Toranoana",Media Blasters,Remic,4-koma manga,13 min. per ep.,PG-13 - Teens 13 or older,4475.0
2167,Clannad,8.07,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,23,"Pony Canyon, TBS, Movic, Animation Do",Sentai Filmworks,Kyoto Animation,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,446.0
2196,Genmu Senki Leda,6.21,"Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi",OVA,1,Toho,Nozomi Entertainment,Kaname Productions,Original,1 hr. 10 min.,G - All Ages,7299.0
2201,Pokemon Movie 09: Pokemon Ranger to Umi no Ouji Manaphy,6.82,"Action, Adventure, Kids, Drama, Fantasy",Movie,1,Studio Jack,"VIZ Media, The Pokemon Company International",OLM,Game,1 hr. 45 min.,PG - Children,4366.0
2212,Bakuretsu Tenshi: Infinity Special,6.71,"Action, Sci-Fi, Mecha",Special,1,Media Factory,Funimation,Gonzo,Original,3 min.,PG-13 - Teens 13 or older,4844.0
2216,Shigurui,7.41,"Action, Historical, Psychological, Drama, Martial Arts, Samurai, Seinen",TV,12,"Geneon Universal Entertainment, WOWOW, Akita Shoten",Funimation,Madhouse,Manga,23 min. per ep.,R+ - Mild Nudity,1863.0
2236,Toki wo Kakeru Shoujo,8.2,"Adventure, Drama, Romance, Sci-Fi",Movie,1,"Kadokawa Shoten, Bandai, Memory-Tech, Happinet Pictures","Funimation, Bandai Entertainment, Kadokawa Pictures USA",Madhouse,Novel,1 hr. 38 min.,G - All Ages,307.0
2245,Seraphim Call,6.1,"Romance, Drama, Sci-Fi",TV,12,"d-rights, TV Tokyo Music, Banpresto",Media Blasters,Sunrise,Original,23 min. per ep.,PG-13 - Teens 13 or older,7799.0
2246,Mononoke,8.42,"Mystery, Historical, Horror, Demons, Psychological, Supernatural, Fantasy, Seinen",TV,12,Fuji TV,Flatiron Film Company,Toei Animation,Original,22 min. per ep.,R - 17+ (violence & profanity),144.0
2248,Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! - Konoha no Sato no Dai Undoukai,6.87,"Action, Comedy, Sports, Martial Arts, Fantasy, Shounen",Special,1,"Bandai, TV Tokyo Music",VIZ Media,Studio Pierrot,Original,11 min.,PG-13 - Teens 13 or older,4155.0
2249,Amon Saga,5.49,"Action, Adventure, Fantasy",OVA,1,"Toei Video, Tohokushinsha Film Corporation",Manga Entertainment,Toei Animation,Original,1 hr. 14 min.,R - 17+ (violence & profanity),9711.0
2251,Baccano!,8.42,"Action, Comedy, Historical, Mystery, Supernatural",TV,13,"Aniplex, Sakura Create, Happinet Pictures","Funimation, Aniplex of America",Brain's Base,Light novel,24 min. per ep.,R - 17+ (violence & profanity),143.0
2252,Devilman,6.45,"Action, Horror, Demons, Supernatural",TV,39,Dynamic Planning,Discotek Media,Toei Animation,Manga,25 min. per ep.,R - 17+ (violence & profanity),6161.0
2253,Mazinger Z,7.26,"Action, Drama, Mecha, Sci-Fi, Shounen",TV,92,Dynamic Planning,Discotek Media,Toei Animation,Manga,25 min. per ep.,PG-13 - Teens 13 or older,2534.0
2254,Sentou Mecha Xabungle,7.22,"Military, Sci-Fi, Mecha, Shounen",TV,50,Sotsu,Maiden Japan,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,2696.0
2255,Choujuu Kishin Dancougar,6.65,"Action, Sci-Fi, Mecha",TV,38,Ashi Production,Discotek Media,Production Reed,Original,25 min. per ep.,PG-13 - Teens 13 or older,5117.0
2263,Sonic★the★Hedgehog,6.82,"Adventure, Comedy, Sci-Fi, Shounen",OVA,2,Sega,ADV Films,Studio Pierrot,Game,30 min. per ep.,PG - Children,4368.0
2264,Jungle Taitei Movie (1997),7.09,"Adventure, Fantasy",Movie,1,Shochiku,"Media Blasters, Discotek Media, NYAV Post",Tezuka Productions,Manga,1 hr. 34 min.,G - All Ages,3261.0
2267,Red Garden: Dead Girls,6.39,"Mecha, Mystery",OVA,1,"GDH, Sotsu Music Publishing","ADV Films, Funimation",Gonzo,Original,44 min.,R - 17+ (violence & profanity),6468.0
2269,Mobile Suit Gundam SEED Special Edition,7.31,"Action, Space, Mecha, Military, Sci-Fi",Special,3,"Asatsu DK, Atelier Musa",Bandai Entertainment,Sunrise,Original,1 hr. 35 min. per ep.,R - 17+ (violence & profanity),2314.0
2273,Mobile Suit Gundam Wing: Endless Waltz Movie,7.81,"Action, Space, Mecha, Military, Drama, Sci-Fi",Movie,1,"Bandai Visual, Sotsu",Bandai Entertainment,Sunrise,Original,1 hr. 34 min.,PG-13 - Teens 13 or older,817.0
2277,Mahou Yuugi 2D,6.39,"Adventure, Comedy, Magic, Fantasy",ONA,24,"Starchild Records, Imagica, Arcturus","ADV Films, Sentai Filmworks",AIC,Original,5 min. per ep.,PG-13 - Teens 13 or older,6458.0
2281,Jikuu Tantei Genshi-kun,6.31,"Adventure, Comedy, Fantasy, Mystery, Sci-Fi, Shounen",TV,39,"Nihon Ad Systems, Sanrio",Saban Entertainment,Group TAC,Original,25 min. per ep.,PG - Children,6852.0
2287,Kakutou Ryouri Densetsu Bistro Recipe,6.08,"Game, Adventure, Comedy, Fantasy, Shounen",TV,26,Kodansha,"4Kids Entertainment, Enoki Films, Discotek Media",Group TAC,Manga,25 min. per ep.,G - All Ages,7889.0
2288,Akihabara Dennou-gumi,6.56,"Adventure, Mecha, Sci-Fi, Shoujo",TV,26,"Asahi Production, GANSIS, Audio Tanaka, Nichion",ADV Films,Production Reed,Original,23 min. per ep.,PG-13 - Teens 13 or older,5552.0
2291,Tatakae!! Iczer-1,6.07,"Action, Sci-Fi, Ecchi, Mecha",OVA,3,Toshiba EMI,Media Blasters,AIC,Manga,33 min. per ep.,R+ - Mild Nudity,7952.0
2294,Mobile Suit Gundam SEED Destiny Special Edition,7.28,"Action, Space, Mecha, Romance, Military, Drama, Sci-Fi",Special,4,Mainichi Broadcasting System,Bandai Entertainment,Sunrise,Original,1 hr. 30 min. per ep.,R - 17+ (violence & profanity),2458.0
2321,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,7.84,"Action, Sci-Fi, Super Power, Drama, Mecha, Shounen",OVA,7,Bandai Visual,"Media Blasters, Discotek Media, NYAV Post, Manga Entertainment",Phoenix Entertainment,Manga,49 min. per ep.,PG-13 - Teens 13 or older,754.0
2332,Plastic Little,6.14,"Action, Adventure, Comedy, Ecchi, Mecha, Military, Romance, Sci-Fi",OVA,1,"KSS, Movic, Sony Music Entertainment",ADV Films,animate Film,Original,45 min.,R+ - Mild Nudity,7633.0
2346,Koroshiya 1 The Animation: Episode 0,5.71,"Action, Dementia, Drama, Horror, Martial Arts, Psychological, Seinen",OVA,1,"Shogakukan-Shueisha Productions, Amuse",Central Park Media,AIC,Manga,45 min.,R+ - Mild Nudity,9147.0
2354,Devilman: Tanjou-hen,7.15,"Demons, Horror, Sci-Fi, Supernatural",OVA,1,"Kodansha, Dynamic Planning","Discotek Media, Manga Entertainment",Oh! Production,Manga,50 min.,R+ - Mild Nudity,2986.0
2355,Devilman: Yochou Sirene-hen,7.03,"Demons, Horror, Sci-Fi, Supernatural",OVA,1,"Kodansha, Dynamic Planning","Discotek Media, Manga Entertainment",Oh! Production,Manga,57 min.,R+ - Mild Nudity,3534.0
2364,Virus: Virus Buster Serge,5.47,"Action, Adventure, Mecha, Police, Sci-Fi",TV,12,Plum,Manga Entertainment,J.C.Staff,Game,24 min. per ep.,R+ - Mild Nudity,9774.0
2369,Rental Magica,7.06,"Mystery, Supernatural, Fantasy",TV,24,"Kadokawa Shoten, NTT Docomo",Nozomi Entertainment,Zexcs,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,3409.0
2383,Cybersix,7.24,"Action, Adventure, Romance, Sci-Fi",TV,13,Tokyo Movie Shinsha,Discotek Media,Telecom Animation Film,Other,23 min. per ep.,PG-13 - Teens 13 or older,2593.0
2390,Hoshi no Kirby,6.77,"Action, Adventure, Comedy, Parody, Fantasy",TV,100,"CBC, Nintendo",4Kids Entertainment,"Studio Comet, Studio Sign",Game,24 min. per ep.,PG - Children,4577.0
2391,SD Gundam Force,5.36,"Adventure, Comedy, Fantasy, Mecha",TV,52,"Bandai Visual, Sotsu, TV Tokyo Music",Bandai Entertainment,Sunrise,Original,25 min. per ep.,PG-13 - Teens 13 or older,10016.0
2398,Digimon Adventure 02: Diablomon no Gyakushuu,7.28,"Adventure, Comedy, Drama, Kids, Sci-Fi",Movie,1,Bandai,Saban Brands,Toei Animation,Original,30 min.,PG - Children,2409.0
2404,Zombie-Loan,6.89,"Action, Horror, Shounen, Supernatural",TV,11,Nihon Ad Systems,Discotek Media,Xebec,Manga,23 min. per ep.,R - 17+ (violence & profanity),4097.0
2409,Gokudou-kun Manyuuki,7.47,"Adventure, Comedy, Fantasy, Magic",TV,26,SoftX,"Media Blasters, Discotek Media",Trans Arts,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1677.0
2418,Stranger: Mukou Hadan,8.31,"Action, Adventure, Historical, Samurai",Movie,1,"Bandai Visual, Shochiku, Sony Music Entertainment, Hakuhodo DY Media Partners","Funimation, Bandai Entertainment",Bones,Original,1 hr. 43 min.,R - 17+ (violence & profanity),218.0
2422,Kenritsu Chikyuu Boueigun,6.15,"Action, Sci-Fi, Adventure, Comedy, Shounen",OVA,1,OB Planning,ADV Films,Gallop,Manga,50 min.,PG-13 - Teens 13 or older,7574.0
2423,Grey: Digital Target,6.19,"Action, Military, Sci-Fi, Drama, Shounen",Movie,1,Tokuma Japan,VIZ Media,Magic Bus,Manga,1 hr. 13 min.,R+ - Mild Nudity,7403.0
2427,Unico,7.13,"Adventure, Fantasy, Kids",Movie,1,"Sanrio, Tezuka Productions",Discotek Media,Madhouse,Manga,1 hr. 30 min.,G - All Ages,3076.0
2429,Unico: Mahou no Shima e,7.0,"Adventure, Fantasy, Kids",Movie,1,"Sanrio, Tezuka Productions",Discotek Media,Madhouse,Manga,1 hr. 31 min.,G - All Ages,3653.0
2449,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,8.1,"Action, Sci-Fi, Mystery, Police, Psychological, Mecha, Seinen",Special,1,"Bandai Visual, Animax, Kodansha","Bandai Entertainment, Manga Entertainment",Production I.G,Manga,2 hr. 40 min.,R - 17+ (violence & profanity),416.0
2451,Space Cobra,7.71,"Action, Adventure, Sci-Fi, Space",TV,31,Fuji TV,"Nozomi Entertainment, Discotek Media",Tokyo Movie Shinsha,Manga,24 min. per ep.,R+ - Mild Nudity,995.0
2453,Dennou Sentai Voogie's★Angel,5.53,"Action, Mecha, Military, Drama, Sci-Fi",OVA,3,KSS,Media Blasters,J.C.Staff,Radio,27 min. per ep.,PG-13 - Teens 13 or older,9596.0
2472,Naruto: Shippuuden Movie 1,7.29,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1,"TV Tokyo, Aniplex, Dentsu, Bandai, Shueisha",VIZ Media,Studio Pierrot,Manga,1 hr. 34 min.,PG-13 - Teens 13 or older,2390.0
2473,Ginga Ojousama Densetsu Yuna: Kanashimi no Siren,6.03,"Action, Adventure, Comedy, Magic, Mecha, Sci-Fi",OVA,2,"Starchild Records, animate Film, Movic",ADV Films,J.C.Staff,Visual novel,28 min. per ep.,PG-13 - Teens 13 or older,8098.0
2474,Ginga Ojousama Densetsu Yuna: Shin'en no Fairy,6.16,"Action, Adventure, Comedy, Magic, Mecha, Sci-Fi",OVA,3,"Starchild Records, animate Film, Movic",ADV Films,J.C.Staff,Visual novel,31 min. per ep.,PG-13 - Teens 13 or older,7525.0
2476,School Days,5.68,"Harem, Drama, Romance, School",TV,12,"Avex Entertainment, Marvelous, Lantis, Pony Canyon",Discotek Media,TNK,Visual novel,25 min. per ep.,R+ - Mild Nudity,9203.0
2494,Goshuushou-sama Ninomiya-kun,6.72,"Harem, Comedy, Ecchi, Fantasy",TV,12,Kadokawa Shoten,Funimation,AIC Spirits,Light novel,24 min. per ep.,R+ - Mild Nudity,4814.0
2495,Chance Triangle Session,6.53,"Slice of Life, Music, Drama",TV,13,Avex Entertainment,ADV Films,Madhouse,Radio,24 min. per ep.,PG-13 - Teens 13 or older,5722.0
2497,Shin Cutey Honey,6.63,"Adventure, Comedy, Ecchi, Magic, Sci-Fi",OVA,8,"Toei Video, Dynamic Planning","ADV Films, Discotek Media",Toei Animation,Manga,26 min. per ep.,R+ - Mild Nudity,5228.0
2501,Papuwa,6.6,"Adventure, Comedy",TV,26,Sotsu,ADV Films,Nippon Animation,Manga,25 min. per ep.,R+ - Mild Nudity,5381.0
2508,Genshiken 2,7.77,"Comedy, Parody, Slice of Life",TV,12,"Genco, Lantis, Media Factory, Kids Station, Magic Capsule, Palm Studio, Showgate",Media Blasters,Arms,Manga,24 min. per ep.,R - 17+ (violence & profanity),882.0
2510,Sengoku Majin Goushougun,6.6,"Action, Sci-Fi, Parody, Mecha",TV,26,TV Tokyo,"Discotek Media, Saban Entertainment",Production Reed,Original,24 min. per ep.,PG-13 - Teens 13 or older,5391.0
2523,Izumo: Takeki Tsurugi no Senki,6.24,"Adventure, Drama, Fantasy, Martial Arts, Romance, Supernatural",TV,12,Tokyo Kids,Discotek Media,"Trinet Entertainment, Studio Kyuuma",Visual novel,25 min. per ep.,PG-13 - Teens 13 or older,7161.0
2524,Jungle de Ikou!,5.41,"Action, Ecchi, Adventure, Magic, Comedy",OVA,3,Movic,Media Blasters,"Studio Fantasia, Chaos Project",Original,30 min. per ep.,PG-13 - Teens 13 or older,9927.0
2525,Kekkou Kamen,5.72,"Comedy, Ecchi",OVA,4,Dynamic Planning,"ADV Films, Media Blasters","Bee Media, Studio Signal",Manga,22 min. per ep.,R+ - Mild Nudity,9108.0
2563,Aria the OVA: Arietta,8.02,"Sci-Fi, Slice of Life, Fantasy, Shounen",OVA,1,"TV Tokyo, Shochiku",Nozomi Entertainment,Hal Film Maker,Manga,30 min.,G - All Ages,514.0
2581,Mobile Suit Gundam 00,8.14,"Action, Military, Sci-Fi, Space, Drama, Mecha",TV,25,"Sotsu, Asatsu DK, Mainichi Broadcasting System, Sony Music Entertainment",Bandai Entertainment,Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),375.0
2582,Soukou Kihei Votoms,7.73,"Action, Space, Mecha, Military, Drama, Sci-Fi",TV,52,TV Tokyo,"Central Park Media, Maiden Japan",Sunrise,Original,25 min. per ep.,PG-13 - Teens 13 or older,952.0
2589,Black Cat (TV): Toozakaru Neko,7.13,"Action, Sci-Fi, Adventure, Comedy, Super Power, Shounen",Special,1,GDH,Funimation,Gonzo,Manga,24 min.,PG-13 - Teens 13 or older,3062.0
2592,Kimera,5.14,"Action, Horror, Sci-Fi, Shounen Ai, Supernatural, Vampire",OVA,1,Studio Tulip,ADV Films,animate Film,Manga,47 min.,R+ - Mild Nudity,10414.0
2593,Kara no Kyoukai 1: Fukan Fuukei,7.64,"Action, Mystery, Supernatural, Thriller",Movie,1,"Aniplex, Kodansha, Notes",Aniplex of America,ufotable,Light novel,50 min.,R - 17+ (violence & profanity),1176.0
2596,Shinreigari,7.46,"Sci-Fi, Mystery, Psychological, Supernatural",TV,22,"WOWOW, Pony Canyon, Showgate, TYO, Mag Garden",Sentai Filmworks,Production I.G,Original,25 min. per ep.,PG-13 - Teens 13 or older,1711.0
2605,Sayonara Zetsubou Sensei,7.9,"Comedy, Parody, School, Shounen",TV,12,"Starchild Records, Omnibus Japan","Nozomi Entertainment, Media Blasters",Shaft,Manga,24 min. per ep.,R - 17+ (violence & profanity),678.0
2607,Birth,6.01,"Action, Sci-Fi, Adventure, Comedy",OVA,1,Victor Entertainment,ADV Films,"Kaname Productions, Idol",Original,1 hr. 19 min.,PG - Children,8198.0
2619,Spider Riders: Oracle no Yuusha-tachi,6.6,"Action, Adventure, Mecha",TV,26,"TV Tokyo, Yomiko Advertising, P.A. Works, YTV",Funimation,"Bee Train, Cookie Jar Entertainment",Novel,23 min. per ep.,PG - Children,5396.0
2622,Big Wars: Kami Utsu Akaki Kouya ni,5.48,"Action, Military, Sci-Fi, Space",OVA,1,Tokuma Japan,Central Park Media,Magic Bus,Novel,1 hr. 11 min.,R+ - Mild Nudity,9716.0
2623,Flanders no Inu (Movie),7.86,"Drama, Historical",Movie,1,"Shochiku, Fuji TV, Pioneer LDC",Geneon Entertainment USA,Nippon Animation,Novel,1 hr. 42 min.,G - All Ages,720.0
2685,Tsubasa: Tokyo Revelations,8.31,"Action, Adventure, Drama, Romance, Fantasy, Shounen",OVA,3,Kodansha,Funimation,Production I.G,Manga,30 min. per ep.,R - 17+ (violence & profanity),225.0
2688,Akai Koudan Zillion,6.6,"Action, Military, Sci-Fi, Adventure",TV,31,Victor Entertainment,Funimation,"Production I.G, Tatsunoko Production",Game,24 min. per ep.,PG-13 - Teens 13 or older,5354.0
2695,Mobile Suit Gundam 0083: The Fading Light of Zeon,6.69,"Action, Sci-Fi, Adventure, Space, Mecha",Movie,1,"Bandai Visual, Sotsu",Nozomi Entertainment,Sunrise,Original,1 hr. 59 min.,PG-13 - Teens 13 or older,4971.0
